,date,phong_ban,total_duration
2873,2021-06-08,wo_noc,10668.22
2877,2021-06-09,wo_noc,11005.87
2881,2021-06-10,wo_noc,10856.75
2887,2021-06-11,wo_noc,9587.17
2888,2021-06-12,wo_noc,9599.59
2892,2021-06-13,wo_noc,9201.93
2896,2021-06-14,wo_noc,9527.24
2902,2021-06-15,wo_noc,9545.69
2906,2021-06-16,wo_noc,10121.81
2909,2021-06-17,wo_noc,11657.8
2914,2021-06-18,wo_noc,13192.46
2919,2021-06-19,wo_noc,14668.46
2920,2021-06-20,wo_noc,17726.17
2926,2021-06-21,wo_noc,16380.21
2929,2021-06-22,wo_noc,13300.18
2934,2021-06-23,wo_noc,14060.73
2939,2021-06-24,wo_noc,13296.29
2943,2021-06-25,wo_noc,12622.82
2945,2021-06-26,wo_noc,12475.6
2948,2021-06-27,wo_noc,12054.14
2952,2021-06-28,wo_noc,12450.37
2956,2021-06-29,wo_noc,11403.27
2960,2021-06-30,wo_noc,11091.02
2967,2021-07-01,wo_noc,10374.83
2970,2021-07-02,wo_noc,9645.98
2973,2021-07-03,wo_noc,9639.17
2979,2021-07-04,wo_noc,9993.47
2982,2021-07-05,wo_noc,9913.25
2984,2021-07-06,wo_noc,9822.42
2989,2021-07-07,wo_noc,10457.69
2994,2021-07-08,wo_noc,10793.36
3003,2021-07-09,wo_noc,10060.42
3004,2021-07-10,wo_noc,9554.37
3012,2021-07-11,wo_noc,9538.89
3018,2021-07-12,wo_noc,9119.31
3019,2021-07-13,wo_noc,9025.3
3025,2021-07-14,wo_noc,10315.53
3030,2021-07-15,wo_noc,10960.77
3036,2021-07-16,wo_noc,11091.44
3042,2021-07-17,wo_noc,10450.18
3045,2021-07-18,wo_noc,9717.79
3048,2021-07-19,wo_noc,8924.31
3051,2021-07-20,wo_noc,8374.28
3056,2021-07-21,wo_noc,10103.78
3060,2021-07-22,wo_noc,11602.62
3064,2021-07-23,wo_noc,10681.84
3069,2021-07-24,wo_noc,11069.29
3074,2021-07-25,wo_noc,10049.94
3078,2021-07-26,wo_noc,9634.7
3083,2021-07-27,wo_noc,9568.01
3090,2021-07-28,wo_noc,10376.42
3093,2021-07-29,wo_noc,8679.57
3102,2021-07-30,wo_noc,7747.55
3104,2021-07-31,wo_noc,8695.27
3111,2021-08-01,wo_noc,9962.9
3115,2021-08-02,wo_noc,9090.37
3118,2021-08-03,wo_noc,9293.87
3123,2021-08-04,wo_noc,9880.95
3130,2021-08-05,wo_noc,9812.46
3137,2021-08-06,wo_noc,9220.57
3139,2021-08-07,wo_noc,9702.32
3143,2021-08-08,wo_noc,8439.2
3148,2021-08-09,wo_noc,7066.93
3155,2021-08-10,wo_noc,7182.96
3161,2021-08-11,wo_noc,7560.23
3167,2021-08-12,wo_noc,7924.16
3170,2021-08-13,wo_noc,7449.2
3173,2021-08-14,wo_noc,7164.58
3181,2021-08-15,wo_noc,6858.41
3185,2021-08-16,wo_noc,6605.75
3192,2021-08-17,wo_noc,6786.71
3194,2021-08-18,wo_noc,7314.92
3200,2021-08-19,wo_noc,7341.54
3205,2021-08-20,wo_noc,7111.4
3210,2021-08-21,wo_noc,6927.76
3213,2021-08-22,wo_noc,6140.51
3218,2021-08-23,wo_noc,5792.38
3227,2021-08-24,wo_noc,6260.85
3230,2021-08-25,wo_noc,6436.08
3236,2021-08-26,wo_noc,6565.2
3238,2021-08-27,wo_noc,7176.6
3247,2021-08-28,wo_noc,7636.3
3249,2021-08-29,wo_noc,7613.55
3253,2021-08-30,wo_noc,7443.16
3258,2021-08-31,wo_noc,7380.45
3266,2021-09-01,wo_noc,6812.78
3271,2021-09-02,wo_noc,6256.75
3276,2021-09-03,wo_noc,5929.43
3282,2021-09-04,wo_noc,5952.55
3286,2021-09-05,wo_noc,6437.77
3288,2021-09-06,wo_noc,6438.46
3296,2021-09-07,wo_noc,6135.39
3298,2021-09-08,wo_noc,6072.15
3307,2021-09-09,wo_noc,7588.24
3308,2021-09-10,wo_noc,7532.99
3313,2021-09-11,wo_noc,7851.43
3322,2021-09-12,wo_noc,7493.41
3324,2021-09-13,wo_noc,7428.7
3329,2021-09-14,wo_noc,6559.58
3333,2021-09-15,wo_noc,6599.08
3341,2021-09-16,wo_noc,6916.64
3345,2021-09-17,wo_noc,6817.71
3351,2021-09-18,wo_noc,6931.44
3353,2021-09-19,wo_noc,7345.6
3362,2021-09-20,wo_noc,7596.07
3364,2021-09-21,wo_noc,7914.15
3368,2021-09-22,wo_noc,8188.93
3373,2021-09-23,wo_noc,8213.32
3382,2021-09-24,wo_noc,7733.82
3384,2021-09-25,wo_noc,7930.56
3390,2021-09-26,wo_noc,7731.59
3394,2021-09-27,wo_noc,8108.01
3402,2021-09-28,wo_noc,8674.13
3404,2021-09-29,wo_noc,8481.05
3408,2021-09-30,wo_noc,8390.48
3417,2021-10-01,wo_noc,10007.41
3422,2021-10-02,wo_noc,10042.68
3424,2021-10-03,wo_noc,9645.91
3429,2021-10-04,wo_noc,8626.06
3433,2021-10-05,wo_noc,9299.59
3439,2021-10-06,wo_noc,8561.95
3448,2021-10-07,wo_noc,9018.17
3451,2021-10-08,wo_noc,9354.81
3455,2021-10-09,wo_noc,10036.48
3461,2021-10-10,wo_noc,10545.19
3468,2021-10-11,wo_noc,10899.32
3470,2021-10-12,wo_noc,10031.4
3477,2021-10-13,wo_noc,9814.9
3484,2021-10-14,wo_noc,9666.37
3490,2021-10-15,wo_noc,9581.0
3496,2021-10-16,wo_noc,10203.14
3499,2021-10-17,wo_noc,10408.03
3503,2021-10-18,wo_noc,10182.59
3510,2021-10-19,wo_noc,9872.22
3514,2021-10-20,wo_noc,10883.27
3517,2021-10-21,wo_noc,10742.64
3522,2021-10-22,wo_noc,10841.63
3527,2021-10-23,wo_noc,10686.79
3536,2021-10-24,wo_noc,10485.3
3538,2021-10-25,wo_noc,9519.42
3542,2021-10-26,wo_noc,9666.4
3550,2021-10-27,wo_noc,9842.28
3555,2021-10-28,wo_noc,10342.94
3559,2021-10-29,wo_noc,10775.23
3563,2021-10-30,wo_noc,9961.36
3571,2021-10-31,wo_noc,9133.62
